Version:	0.100000
Fitness:	0.000000	0.102538
Sample:	1
PopSize:	1000
NoQTL:	1
Ploidy:	2
OptimizeVariance:	0.000527
Drift:	False
EnvVar:	0.012599
MutationScalar:	0.002100
MutationVar:	0.000026
Generations:	6500
ChangeFitnessSD:	5000	0.099119
MoveFitnessSD:	5000	1.815636
MoveType:	Phenotype
Seed:	821759058
PheotypeVar:	0.013126
Heritabitlity:	0.040184
StandardisePhenotype:	False
InitFitnessSD:	-1.000000
Generation	Phenotype Mean	Phenotype Ratio	Genotype Var	P Survived	Surviving Slope	Surviving Standardised Slope	w	
2175	-0.000861	-0.007143	0.001108	638	4.573493	0.359059	0.215432	
2176	0.007286	0.065331	0.001163	669	4.536394	0.333673	0.226114	
2177	0.002730	0.023104	0.001179	664	4.592974	0.357006	0.229221	
2178	0.004098	0.035294	0.001108	661	4.477597	0.341509	0.215430	
2179	0.005246	0.044388	0.001070	650	4.611193	0.358562	0.207942	
2180	0.005961	0.051679	0.001097	653	4.498666	0.347356	0.213266	
2181	0.007669	0.066392	0.001051	654	4.533255	0.342328	0.204277	
2182	0.011148	0.099758	0.001038	695	4.507496	0.352664	0.201704	
2183	0.009504	0.081070	0.001209	649	4.492759	0.348819	0.234999	
2184	0.006121	0.050504	0.001195	622	4.588435	0.363415	0.232342	
2185	0.005333	0.045439	0.001269	666	4.511031	0.342631	0.246590	
2186	0.004088	0.034272	0.001129	648	4.584519	0.339725	0.219429	
2187	0.009606	0.086010	0.001197	672	4.447948	0.345611	0.232625	
2188	0.004097	0.034766	0.001246	660	4.544988	0.351075	0.242193	
2189	0.006549	0.055295	0.001239	646	4.607736	0.355432	0.240941	
2190	0.007793	0.068935	0.001180	680	4.529435	0.347893	0.229341	
2191	0.004981	0.041337	0.001244	659	4.625170	0.365192	0.241877	
2192	0.006789	0.059764	0.001142	670	4.564766	0.343083	0.222016	
2193	0.004110	0.035652	0.001138	712	4.611564	0.357608	0.221193	
2194	0.000463	0.003952	0.001080	678	4.604076	0.355292	0.209879	
2195	0.009152	0.080117	0.001192	655	4.580458	0.351930	0.231724	
2196	-0.004786	-0.042100	0.001257	651	4.615284	0.354228	0.244329	
2197	-0.000200	-0.001648	0.001322	642	4.620541	0.364271	0.256892	
2198	0.004219	0.036542	0.001229	646	4.581919	0.350735	0.238958	
2199	0.007714	0.066012	0.001266	632	4.521864	0.353645	0.246036	
2200	0.005479	0.046542	0.001301	678	4.555487	0.373137	0.252907	
2201	0.002367	0.019265	0.001372	634	4.535047	0.361981	0.266726	
2202	0.002534	0.021665	0.001335	639	4.598061	0.354956	0.259498	
2203	-0.001301	-0.011329	0.001251	679	4.567002	0.363336	0.243108	
2204	0.001795	0.015432	0.001182	666	4.526246	0.356495	0.229681	
2205	-0.000661	-0.005804	0.001244	666	4.586345	0.353364	0.241917	
2206	0.000811	0.006926	0.001378	658	4.547291	0.344464	0.267859	
2207	0.004163	0.036779	0.001220	684	4.546628	0.356997	0.237214	
2208	-0.003043	-0.026326	0.001220	647	4.571515	0.351518	0.237132	
2209	-0.002226	-0.019187	0.001128	660	4.584324	0.359465	0.219208	
2210	-0.005631	-0.049644	0.001172	670	4.584917	0.352687	0.227918	
2211	0.004673	0.039801	0.001169	664	4.589342	0.363187	0.227262	
2212	-0.001205	-0.010053	0.001126	663	4.531903	0.327415	0.218825	
2213	0.002932	0.025656	0.001244	667	4.584879	0.357980	0.241866	
2214	0.000045	0.000380	0.001287	661	4.559220	0.342807	0.250183	
2215	0.001163	0.009913	0.001296	648	4.508701	0.316593	0.252026	
2216	0.000755	0.006403	0.001237	640	4.531750	0.359284	0.240452	
2217	0.000661	0.005716	0.001246	674	4.532508	0.346014	0.242291	
2218	0.006446	0.055667	0.001231	664	4.551378	0.369630	0.239301	
2219	-0.003884	-0.033231	0.001225	674	4.554732	0.358090	0.238123	
2220	-0.001799	-0.015779	0.001162	660	4.555800	0.336236	0.225908	
2221	-0.000706	-0.006120	0.001165	658	4.603965	0.365924	0.226379	
2222	0.005863	0.049963	0.001142	616	4.578980	0.353119	0.222058	
2223	-0.000522	-0.004355	0.001124	657	4.553930	0.338950	0.218448	
2224	-0.008624	-0.071952	0.001213	669	4.504807	0.352089	0.235877	
2225	-0.002203	-0.018757	0.001274	690	4.573008	0.372512	0.247711	
2226	-0.002339	-0.019952	0.001209	653	4.608848	0.360840	0.234942	
2227	0.000155	0.001304	0.001212	665	4.629676	0.356088	0.235509	
2228	-0.002838	-0.023231	0.001228	641	4.538243	0.364148	0.238694	
2229	-0.000125	-0.001073	0.001268	649	4.597920	0.346877	0.246415	
2230	-0.000300	-0.002576	0.001219	671	4.558619	0.348183	0.236905	
2231	0.001526	0.012803	0.001289	650	4.549122	0.354149	0.250487	
2232	0.006986	0.060079	0.001239	660	4.610990	0.352743	0.240781	
2233	-0.001220	-0.010329	0.001356	659	4.544938	0.366273	0.263621	
2234	0.003376	0.030311	0.001311	676	4.553822	0.335289	0.254908	
2235	-0.000513	-0.004310	0.001249	622	4.593538	0.342095	0.242790	
2236	-0.002892	-0.025153	0.001116	672	4.544057	0.348861	0.216903	
2237	-0.001779	-0.015361	0.001141	671	4.559497	0.346445	0.221732	
2238	-0.002080	-0.017391	0.001114	641	4.574142	0.379986	0.216476	
2239	-0.002216	-0.019161	0.001142	682	4.579902	0.348427	0.222026	
2240	-0.005612	-0.048930	0.001129	660	4.541788	0.331644	0.219567	
2241	-0.005966	-0.050342	0.001097	657	4.478564	0.365765	0.213278	
2242	-0.008894	-0.076260	0.001061	651	4.550718	0.340016	0.206170	
2243	-0.000317	-0.002694	0.000999	647	4.537675	0.364214	0.194211	
2244	-0.000702	-0.005883	0.001049	656	4.533948	0.373201	0.203865	
2245	-0.002840	-0.024724	0.000998	658	4.570968	0.349035	0.193916	
2246	0.003940	0.034621	0.001063	659	4.560374	0.352003	0.206690	
2247	0.003498	0.029220	0.001101	640	4.566651	0.354763	0.214083	
2248	-0.006017	-0.052208	0.001220	672	4.549886	0.346236	0.237212	
2249	0.002765	0.023530	0.001171	679	4.547443	0.349780	0.227635	
2250	-0.001262	-0.010831	0.001161	658	4.459142	0.338503	0.225781	
2251	-0.008866	-0.074469	0.001093	653	4.560685	0.351897	0.212515	
2252	0.006095	0.050901	0.001201	660	4.602158	0.356310	0.233485	
2253	-0.007718	-0.064734	0.001221	655	4.505799	0.331900	0.237300	
2254	-0.001912	-0.015999	0.001138	648	4.445156	0.331720	0.221163	
2255	0.004380	0.037188	0.001179	664	4.573296	0.365208	0.229175	
2256	0.002118	0.018458	0.001135	691	4.494691	0.332281	0.220551	
2257	-0.002538	-0.023014	0.001102	687	4.596855	0.349028	0.214153	
2258	0.000505	0.004389	0.001062	643	4.605023	0.345005	0.206401	
2259	0.000420	0.003704	0.001045	662	4.596762	0.344275	0.203218	
2260	0.007685	0.068752	0.000997	671	4.581546	0.339570	0.193776	
2261	-0.000722	-0.006237	0.001011	661	4.573308	0.355563	0.196481	
2262	0.002439	0.020822	0.001061	660	4.584448	0.358534	0.206321	
2263	-0.003543	-0.030607	0.001081	652	4.585916	0.354468	0.210207	
2264	-0.010249	-0.088487	0.000946	649	4.506568	0.325011	0.183927	
2265	0.000585	0.005114	0.000903	669	4.515570	0.357826	0.175481	
2266	0.000035	0.000303	0.001007	652	4.563261	0.346784	0.195698	
2267	-0.001956	-0.016427	0.001072	649	4.535702	0.347874	0.208476	
2268	-0.003121	-0.026318	0.001005	650	4.514391	0.331689	0.195308	
2269	-0.004594	-0.040478	0.001081	669	4.545926	0.342753	0.210144	
2270	-0.005625	-0.046777	0.001036	653	4.603461	0.360537	0.201298	
2271	-0.004124	-0.035750	0.001085	665	4.570023	0.343229	0.210838	
2272	-0.010003	-0.085369	0.001091	660	4.509584	0.335927	0.212073	
2273	0.000555	0.004899	0.001167	680	4.597107	0.351047	0.226863	
2274	-0.007451	-0.062095	0.001232	670	4.549720	0.382691	0.239414	
2275	-0.012064	-0.104114	0.001197	669	4.620541	0.351400	0.232729	
2276	0.000251	0.002091	0.001277	635	4.572174	0.335968	0.248309	
2277	-0.002251	-0.018735	0.001216	644	4.565624	0.357197	0.236430	
2278	-0.012024	-0.099937	0.001115	652	4.611298	0.367561	0.216699	
2279	-0.008168	-0.067582	0.001046	647	4.582397	0.352107	0.203337	
2280	-0.004920	-0.040148	0.001054	632	4.560899	0.359860	0.204869	
2281	-0.012771	-0.113753	0.001160	672	4.649479	0.358622	0.225546	
2282	-0.006539	-0.055844	0.001122	679	4.576115	0.359084	0.218176	
2283	-0.010094	-0.085069	0.001001	663	4.613443	0.357807	0.194642	
2284	-0.005685	-0.048644	0.000950	637	4.518751	0.348273	0.184621	
2285	-0.003507	-0.030218	0.001006	648	4.607829	0.352174	0.195565	
2286	-0.007863	-0.067540	0.000966	656	4.553726	0.354065	0.187835	
2287	-0.004993	-0.043741	0.000953	675	4.457803	0.322312	0.185335	
2288	-0.011020	-0.091922	0.000967	646	4.536356	0.352737	0.187968	
2289	-0.006753	-0.057437	0.000965	663	4.573216	0.366981	0.187606	
2290	-0.001940	-0.016912	0.000949	676	4.550876	0.361435	0.184519	
2291	-0.005272	-0.044657	0.000922	644	4.587068	0.353006	0.179191	
2292	-0.000802	-0.007250	0.001000	685	4.537890	0.338577	0.194427	
2293	-0.005764	-0.049058	0.001004	664	4.523177	0.354101	0.195077	
2294	0.000661	0.005580	0.001015	621	4.510908	0.329422	0.197236	
2295	0.000119	0.001016	0.001182	645	4.534003	0.336090	0.229796	
2296	0.004615	0.039393	0.001143	652	4.602720	0.362006	0.222244	
2297	0.009621	0.081050	0.001087	657	4.605614	0.366953	0.211337	
2298	0.000937	0.007838	0.001062	649	4.582683	0.341511	0.206350	
2299	0.001659	0.013894	0.001145	655	4.561368	0.349273	0.222526	
2300	0.005468	0.047655	0.001175	651	4.562539	0.330900	0.228320	
2301	-0.000769	-0.006455	0.001199	669	4.561359	0.364790	0.233065	
2302	0.005306	0.046667	0.001273	666	4.524404	0.333714	0.247460	
2303	0.002981	0.025093	0.001322	651	4.623581	0.361546	0.257029	
2304	0.005889	0.047976	0.001334	642	4.555692	0.355924	0.259320	
2305	0.005215	0.044816	0.001248	673	4.542893	0.350340	0.242681	
2306	0.007652	0.064817	0.001248	650	4.518770	0.357830	0.242576	
2307	-0.000534	-0.004529	0.001204	662	4.523215	0.357892	0.234107	
2308	0.002054	0.018276	0.001261	669	4.555452	0.341573	0.245144	
2309	0.005833	0.049399	0.001256	629	4.680223	0.376738	0.244071	
2310	0.008243	0.070327	0.001133	655	4.567169	0.360344	0.220316	
2311	0.009112	0.074942	0.001050	633	4.627059	0.368490	0.204204	
2312	0.012395	0.104722	0.001142	646	4.579589	0.363987	0.222022	
2313	0.000789	0.006814	0.001233	648	4.635460	0.370363	0.239594	
2314	0.000463	0.003872	0.001137	636	4.475396	0.329516	0.221005	
2315	-0.003345	-0.028741	0.001143	654	4.577291	0.358247	0.222104	
2316	0.012635	0.105969	0.001096	659	4.485498	0.328503	0.213037	
2317	0.001072	0.009318	0.001060	666	4.481239	0.331255	0.205967	
2318	-0.003222	-0.027766	0.001019	649	4.565664	0.338463	0.198073	
2319	0.004151	0.035675	0.001109	649	4.423273	0.326171	0.215668	
2320	0.003574	0.030917	0.001110	675	4.585709	0.348903	0.215787	
2321	0.007972	0.068036	0.001177	622	4.554032	0.337807	0.228793	
2322	0.001163	0.009645	0.001119	658	4.670008	0.358870	0.217623	
2323	0.006590	0.056170	0.001173	658	4.531588	0.337744	0.228100	
2324	0.011059	0.094375	0.001213	635	4.515957	0.349397	0.235869	
2325	0.005053	0.043828	0.001093	679	4.475585	0.345985	0.212502	
2326	0.002808	0.024679	0.001076	689	4.563935	0.352757	0.209198	
2327	0.005364	0.046285	0.001000	659	4.529465	0.341281	0.194366	
2328	0.003821	0.032536	0.001100	647	4.594815	0.366120	0.213786	
2329	0.004298	0.035807	0.001098	645	4.587059	0.361744	0.213390	
2330	-0.006784	-0.058632	0.001131	674	4.575434	0.357361	0.219803	
2331	0.006359	0.055048	0.001095	668	4.592536	0.367133	0.212819	
2332	0.009584	0.083802	0.001099	679	4.599512	0.367112	0.213646	
2333	0.009273	0.081080	0.001187	677	4.552678	0.349065	0.230736	
2334	0.004239	0.036881	0.001111	670	4.517057	0.331147	0.216003	
2335	-0.000027	-0.000221	0.001099	661	4.594406	0.354904	0.213606	
2336	-0.000122	-0.001028	0.001048	669	4.590634	0.351191	0.203723	
2337	-0.002240	-0.019689	0.001135	683	4.477367	0.322883	0.220565	
2338	-0.004502	-0.039165	0.001137	655	4.538586	0.343092	0.221009	
2339	-0.000273	-0.002269	0.001050	633	4.518494	0.337724	0.204153	
2340	-0.001637	-0.013722	0.000969	650	4.572020	0.364881	0.188407	
2341	0.003243	0.029561	0.000976	699	4.584436	0.365533	0.189806	
2342	-0.004931	-0.043185	0.000977	656	4.552955	0.338752	0.189945	
2343	0.003067	0.026188	0.000977	660	4.623149	0.359427	0.190019	
2344	-0.005944	-0.052208	0.001026	682	4.527394	0.337857	0.199407	
2345	-0.001489	-0.013197	0.001003	683	4.562787	0.343429	0.194906	
2346	0.001687	0.014614	0.001043	667	4.581513	0.349209	0.202749	
2347	-0.002190	-0.018855	0.001063	655	4.487357	0.340224	0.206734	
2348	0.006297	0.054222	0.001076	649	4.464703	0.330274	0.209123	
2349	0.006619	0.056067	0.001108	647	4.587834	0.352384	0.215364	
2350	0.001120	0.009603	0.001003	665	4.535086	0.353473	0.194885	
2351	0.009377	0.078386	0.001164	636	4.570529	0.360803	0.226358	
2352	0.000748	0.006176	0.001041	641	4.536904	0.350748	0.202431	
2353	0.001068	0.008915	0.001096	648	4.602112	0.369753	0.213053	
2354	0.002061	0.017847	0.000976	659	4.578976	0.341070	0.189704	
2355	0.003570	0.032082	0.001020	693	4.529059	0.348495	0.198275	
2356	-0.000671	-0.005841	0.000983	683	4.543498	0.340540	0.191177	
2357	-0.005721	-0.050152	0.000964	674	4.570379	0.362971	0.187325	
2358	0.005704	0.047816	0.000955	649	4.581345	0.361032	0.185743	
2359	-0.005737	-0.049640	0.000974	684	4.559352	0.350700	0.189358	
2360	-0.001085	-0.009570	0.001045	695	4.603158	0.360419	0.203083	
2361	-0.001270	-0.010542	0.001112	654	4.610109	0.357889	0.216254	
2362	0.001170	0.009692	0.001099	636	4.572599	0.365721	0.213553	
2363	-0.001728	-0.014552	0.001105	664	4.623966	0.361584	0.214886	
2364	-0.005268	-0.046152	0.001117	657	4.484411	0.351146	0.217090	
2365	-0.000417	-0.003538	0.001017	639	4.486920	0.337007	0.197627	
2366	0.001122	0.009847	0.001105	678	4.545453	0.346243	0.214860	
2367	-0.000042	-0.000353	0.001046	640	4.548321	0.350879	0.203298	
2368	-0.000356	-0.003096	0.001084	656	4.564348	0.350404	0.210701	
2369	0.005183	0.044308	0.001039	667	4.573321	0.366994	0.202029	
2370	0.007578	0.063807	0.001010	658	4.578436	0.357492	0.196256	
2371	0.000110	0.000954	0.000950	668	4.558182	0.337135	0.184629	
2372	0.002938	0.025992	0.000984	671	4.578777	0.351870	0.191219	
2373	0.002022	0.017435	0.000939	670	4.531971	0.350973	0.182600	
2374	0.006919	0.059605	0.000987	647	4.530453	0.350231	0.191782	
2375	0.001913	0.016397	0.001017	672	4.550997	0.348641	0.197696	
2376	0.001871	0.016226	0.001020	681	4.573042	0.347023	0.198364	
2377	0.004434	0.038005	0.001022	641	4.527807	0.348303	0.198747	
2378	-0.003365	-0.027673	0.001015	649	4.594437	0.346219	0.197318	
2379	0.004116	0.034489	0.001005	634	4.572315	0.356872	0.195363	
2380	-0.001498	-0.013179	0.000979	683	4.559315	0.349989	0.190269	
2381	-0.001737	-0.014865	0.001033	659	4.550679	0.355551	0.200849	
2382	0.008872	0.075855	0.001106	654	4.529059	0.355304	0.214903	
2383	-0.005862	-0.049291	0.001181	680	4.619269	0.365746	0.229652	
2384	0.001829	0.015947	0.001171	676	4.612326	0.361960	0.227640	
2385	0.002490	0.021235	0.001181	677	4.553138	0.358431	0.229644	
2386	-0.001196	-0.010161	0.001308	640	4.564369	0.339930	0.254180	
2387	0.001875	0.015647	0.001191	668	4.557360	0.351469	0.231615	
2388	-0.003360	-0.028501	0.001158	636	4.483267	0.362418	0.225147	
2389	-0.000165	-0.001411	0.001287	645	4.586034	0.352363	0.250188	
2390	0.003663	0.029744	0.001186	636	4.604268	0.347503	0.230517	
2391	-0.000169	-0.001440	0.001259	642	4.538194	0.354954	0.244646	
2392	0.000304	0.002589	0.001215	651	4.525267	0.352357	0.236136	
2393	0.012515	0.103289	0.001152	647	4.549263	0.366997	0.223941	
2394	0.005081	0.044177	0.001265	659	4.568590	0.354977	0.245875	
2395	0.001814	0.014938	0.001225	664	4.521921	0.356151	0.238190	
2396	0.000965	0.007978	0.001309	646	4.498626	0.349720	0.254372	
2397	-0.005920	-0.050010	0.001258	646	4.563512	0.363047	0.244520	
2398	0.004375	0.036676	0.001241	655	4.525049	0.362950	0.241303	
2399	-0.004385	-0.036443	0.001177	642	4.558327	0.358479	0.228728	
2400	-0.001250	-0.010465	0.001146	668	4.507516	0.353895	0.222843	
2401	-0.002010	-0.017501	0.001176	676	4.662720	0.357751	0.228680	
2402	0.006513	0.055335	0.001129	660	4.593123	0.348090	0.219407	
2403	0.000369	0.003132	0.001183	674	4.589217	0.358600	0.229872	
2404	0.010018	0.088786	0.001117	693	4.526440	0.338162	0.217103	
2405	0.001409	0.011700	0.001157	662	4.590828	0.356143	0.224980	
2406	0.011632	0.101964	0.001216	660	4.562735	0.357863	0.236462	
2407	-0.005708	-0.050662	0.001189	663	4.556813	0.348379	0.231059	
2408	-0.005763	-0.049302	0.001223	674	4.548380	0.350624	0.237695	
2409	0.000459	0.003884	0.001170	631	4.583965	0.380486	0.227356	
2410	0.003560	0.030270	0.001115	678	4.557950	0.343601	0.216819	
2411	0.002003	0.016477	0.001110	628	4.513546	0.348357	0.215698	
2412	0.000892	0.007729	0.001120	650	4.562284	0.353485	0.217631	
2413	0.005384	0.043843	0.001078	646	4.570025	0.379368	0.209544	
2414	0.002183	0.018615	0.001033	651	4.524923	0.359006	0.200815	
2415	0.001488	0.012820	0.001054	649	4.445068	0.318877	0.204888	
2416	-0.000107	-0.000888	0.001083	632	4.549522	0.363229	0.210546	
2417	0.006351	0.053860	0.001113	641	4.439807	0.329924	0.216444	
2418	0.009369	0.079998	0.001182	659	4.587911	0.352928	0.229834	
2419	0.000492	0.004411	0.001154	662	4.601182	0.345953	0.224355	
2420	0.000296	0.002488	0.001100	653	4.507990	0.363836	0.213889	
2421	0.003514	0.030558	0.001210	671	4.637756	0.350632	0.235233	
2422	0.000825	0.007194	0.001173	661	4.534299	0.349122	0.228070	
2423	0.006159	0.052601	0.001129	672	4.575607	0.372229	0.219450	
2424	0.001645	0.013737	0.001152	642	4.602940	0.355340	0.224038	
2425	0.001950	0.016348	0.001255	670	4.585662	0.351958	0.243988	
2426	0.003304	0.027538	0.001262	648	4.601654	0.351594	0.245298	
2427	0.000715	0.005995	0.001149	643	4.543396	0.338332	0.223304	
2428	-0.000699	-0.006017	0.001162	665	4.569317	0.337313	0.225952	
2429	0.001330	0.011085	0.001081	663	4.566605	0.365584	0.210187	
2430	0.007475	0.064349	0.001101	674	4.541193	0.356719	0.214068	
2431	0.004730	0.039211	0.001178	629	4.533809	0.343039	0.229069	
2432	0.003734	0.032024	0.001213	663	4.604441	0.352916	0.235792	
2433	-0.001846	-0.015931	0.001150	663	4.567892	0.348421	0.223621	
2434	0.000985	0.008170	0.001281	634	4.584824	0.344835	0.249083	
2435	0.005853	0.049627	0.001144	645	4.470478	0.341305	0.222313	
2436	-0.000733	-0.006290	0.001187	680	4.637490	0.372246	0.230746	
2437	0.007916	0.067254	0.001182	658	4.575980	0.344243	0.229711	
2438	0.012191	0.101616	0.001146	636	4.516198	0.335028	0.222775	
2439	0.011529	0.098696	0.001209	645	4.529458	0.341120	0.234948	
2440	0.000548	0.004887	0.001324	676	4.551112	0.345594	0.257435	
2441	0.003198	0.027760	0.001275	667	4.521298	0.355838	0.247913	
2442	0.007567	0.065132	0.001349	669	4.564122	0.344190	0.262235	
2443	-0.002485	-0.021456	0.001299	655	4.496382	0.333077	0.252536	
2444	-0.000916	-0.007588	0.001201	643	4.567975	0.360426	0.233555	
2445	-0.002877	-0.024737	0.001350	673	4.524534	0.344351	0.262392	
2446	0.000564	0.004752	0.001338	659	4.534246	0.341221	0.260181	
2447	0.007301	0.063650	0.001292	652	4.519545	0.337299	0.251094	
2448	-0.000991	-0.008092	0.001250	651	4.575502	0.343691	0.243016	
2449	0.006197	0.052586	0.001250	658	4.569733	0.352793	0.243028	
2450	-0.001129	-0.009481	0.001184	641	4.545294	0.349033	0.230231	
2451	0.006963	0.062556	0.001112	676	4.592837	0.352467	0.216128	
2452	0.000570	0.004735	0.001100	652	4.557182	0.365425	0.213820	
2453	0.002492	0.020856	0.001171	649	4.584356	0.349836	0.227562	
2454	0.002707	0.023551	0.001219	649	4.623003	0.359689	0.236932	
2455	0.004719	0.039316	0.001122	650	4.589648	0.356159	0.218164	
2456	0.001236	0.010726	0.001163	646	4.570529	0.356709	0.226081	
2457	-0.005283	-0.044993	0.001157	648	4.595155	0.360031	0.224851	
2458	-0.001679	-0.014303	0.001083	642	4.536885	0.341723	0.210517	
2459	-0.011227	-0.097122	0.001050	660	4.527761	0.345676	0.204097	
2460	-0.001749	-0.015087	0.001099	637	4.524051	0.345476	0.213573	
2461	-0.010629	-0.088406	0.001034	648	4.566992	0.352015	0.201097	
2462	-0.002111	-0.018013	0.001023	663	4.584788	0.362539	0.198959	
2463	-0.001682	-0.014697	0.001091	684	4.604826	0.359706	0.212105	
2464	-0.003943	-0.033327	0.001075	637	4.608267	0.353244	0.208882	
2465	-0.003192	-0.026494	0.001143	648	4.411088	0.323404	0.222127	
2466	-0.012367	-0.102813	0.001218	650	4.561433	0.338555	0.236772	
2467	-0.005415	-0.044459	0.001161	637	4.583087	0.360311	0.225624	
2468	-0.006648	-0.055430	0.001189	642	4.500894	0.359447	0.231221	
2469	-0.006288	-0.053842	0.001063	646	4.510547	0.349894	0.206632	
2470	0.000507	0.004392	0.000975	638	4.607019	0.350705	0.189572	
2471	0.001605	0.013894	0.000953	667	4.576243	0.358962	0.185340	
2472	-0.003054	-0.025831	0.000957	647	4.501541	0.360564	0.186110	
2473	-0.001627	-0.014158	0.000955	664	4.575998	0.349273	0.185678	
2474	-0.007234	-0.059885	0.000999	635	4.556915	0.333413	0.194172	
2475	-0.001438	-0.012179	0.000977	647	4.483461	0.330383	0.190005	
2476	0.002367	0.020819	0.000858	652	4.519941	0.336453	0.166846	
2477	-0.008904	-0.077680	0.000912	669	4.534073	0.344300	0.177273	
2478	0.001783	0.015385	0.000946	662	4.578239	0.338515	0.183810	
2479	0.001247	0.011205	0.000925	679	4.585027	0.345110	0.179776	
2480	-0.000926	-0.007878	0.000963	657	4.561586	0.366566	0.187188	
2481	0.004043	0.034290	0.000924	650	4.536931	0.349581	0.179544	
2482	-0.003100	-0.025968	0.000938	661	4.502755	0.342517	0.182378	
2483	0.005644	0.047409	0.000973	652	4.623837	0.356352	0.189088	
2484	-0.002628	-0.022667	0.000970	656	4.631229	0.361773	0.188598	
2485	-0.005108	-0.043479	0.000916	645	4.547861	0.336324	0.177972	
2486	-0.011949	-0.100627	0.000923	614	4.606741	0.365899	0.179366	
2487	0.001964	0.017091	0.000927	651	4.394249	0.342320	0.180260	
2488	0.003770	0.032793	0.000877	675	4.548786	0.361647	0.170464	
2489	-0.002135	-0.017822	0.000986	649	4.583694	0.345907	0.191718	
2490	-0.000403	-0.003427	0.000900	641	4.575371	0.341301	0.174956	
2491	-0.002633	-0.022619	0.000974	675	4.496814	0.328447	0.189403	
2492	0.000910	0.007885	0.000980	662	4.601852	0.359002	0.190573	
2493	0.001509	0.013022	0.001009	661	4.556741	0.351670	0.196234	
2494	-0.003419	-0.029080	0.000927	671	4.588840	0.366456	0.180110	
2495	-0.000144	-0.001248	0.001030	676	4.469378	0.329425	0.200222	
2496	0.003610	0.029945	0.001039	641	4.588904	0.361238	0.201957	
2497	-0.006171	-0.051265	0.000977	652	4.578464	0.357613	0.189853	
2498	-0.003687	-0.031217	0.000975	653	4.611355	0.351316	0.189607	
