Version:	0.100000
Fitness:	0.000000	0.102538
Sample:	1
PopSize:	1000
NoQTL:	1
Ploidy:	2
OptimizeVariance:	0.000527
Drift:	False
EnvVar:	0.012599
MutationScalar:	0.002100
MutationVar:	0.000026
Generations:	6500
ChangeFitnessSD:	5000	0.099119
MoveFitnessSD:	5000	1.815636
MoveType:	Phenotype
Seed:	821759058
PheotypeVar:	0.013126
Heritabitlity:	0.040184
StandardisePhenotype:	False
InitFitnessSD:	-1.000000
Generation	Phenotype Mean	Phenotype Ratio	Genotype Var	P Survived	Surviving Slope	Surviving Standardised Slope	w	
5212	1.007637	8.960819	0.000462	241	4.758933	0.325594	0.089886	
5213	1.015464	8.718096	0.000434	270	4.517024	0.369511	0.084331	
5214	1.015651	8.620395	0.000435	256	4.731581	0.341677	0.084636	
5215	1.020010	8.905442	0.000474	248	4.687129	0.364234	0.092232	
5216	1.030018	9.023334	0.000403	255	4.439876	0.342717	0.078259	
5217	1.032711	8.915600	0.000382	234	4.727993	0.309330	0.074348	
5218	1.032587	8.681475	0.000381	246	4.678951	0.362620	0.074106	
5219	1.034587	9.634954	0.000415	252	4.607713	0.328060	0.080661	
5220	1.044949	9.378357	0.000465	250	4.538992	0.346695	0.090442	
5221	1.043295	9.533244	0.000521	245	4.546120	0.333912	0.101190	
5222	1.055568	9.033355	0.000532	241	4.733054	0.328890	0.103424	
5223	1.060753	9.327652	0.000511	266	4.802248	0.341319	0.099259	
5224	1.058962	9.467291	0.000518	263	4.608785	0.326656	0.100601	
5225	1.065108	9.012784	0.000568	258	4.466819	0.357040	0.110512	
5226	1.069442	9.576212	0.000574	246	4.414011	0.337253	0.111622	
5227	1.069967	9.471783	0.000676	249	4.654399	0.338935	0.131433	
5228	1.077722	9.326894	0.000681	244	4.653978	0.358560	0.132296	
5229	1.089552	9.343482	0.000754	259	4.643146	0.332982	0.146570	
5230	1.095566	9.468438	0.000781	242	4.428983	0.357503	0.151762	
5231	1.095110	9.177428	0.000771	256	4.626418	0.356342	0.149820	
5232	1.103619	9.619191	0.000758	253	4.797117	0.336728	0.147327	
5233	1.112436	9.941216	0.000757	240	4.846321	0.350688	0.147177	
5234	1.122529	10.156660	0.000625	254	4.662319	0.324944	0.121554	
5235	1.125023	9.774400	0.000626	243	4.806513	0.352087	0.121753	
5236	1.124009	9.475035	0.000702	247	4.632321	0.325393	0.136549	
5237	1.130557	9.594311	0.000716	262	4.580706	0.351034	0.139271	
5238	1.138108	10.152729	0.000727	240	4.702294	0.334151	0.141373	
5239	1.139701	9.751104	0.000728	240	4.385333	0.341632	0.141585	
5240	1.149546	10.164695	0.000780	258	4.771592	0.355383	0.151591	
5241	1.158808	10.191556	0.000738	245	4.456295	0.350322	0.143502	
5242	1.161625	10.234900	0.000667	272	4.820440	0.321695	0.129711	
5243	1.170022	10.190341	0.000653	243	4.474943	0.342925	0.126936	
5244	1.174227	10.431763	0.000632	269	4.600396	0.340788	0.122812	
5245	1.178463	10.037409	0.000561	251	4.851707	0.354747	0.109137	
5246	1.183759	10.110952	0.000551	261	4.801513	0.316616	0.107186	
5247	1.190035	10.261369	0.000617	242	4.846412	0.357369	0.120032	
5248	1.194429	10.197652	0.000542	256	4.698271	0.365233	0.105363	
5249	1.193191	10.296810	0.000548	257	4.588065	0.363205	0.106604	
5250	1.208096	10.561718	0.000596	266	4.794082	0.323936	0.115928	
5251	1.206119	10.514760	0.000516	248	4.589636	0.342063	0.100404	
5252	1.221543	10.065297	0.000485	254	4.771132	0.330262	0.094311	
5253	1.216284	10.796427	0.000480	243	4.623495	0.343718	0.093395	
5254	1.223704	10.380681	0.000529	268	4.581336	0.348243	0.102745	
5255	1.224798	10.491855	0.000638	243	4.648304	0.362975	0.123928	
5256	1.233020	10.824823	0.000625	255	4.485829	0.336841	0.121545	
5257	1.236057	10.798361	0.000643	256	4.702856	0.352942	0.125002	
5258	1.246404	10.823827	0.000624	264	4.645726	0.370069	0.121259	
5259	1.248722	10.644861	0.000695	258	4.485215	0.348727	0.135093	
5260	1.253454	10.638049	0.000671	254	4.557231	0.352514	0.130369	
5261	1.257160	11.188742	0.000633	247	4.608671	0.326851	0.123104	
5262	1.269790	10.978738	0.000568	250	4.745662	0.349521	0.110375	
5263	1.273541	11.541021	0.000580	245	4.648433	0.328102	0.112777	
5264	1.278597	10.938881	0.000692	284	4.700085	0.337332	0.134534	
5265	1.283603	11.003323	0.000735	270	4.559946	0.347207	0.142970	
5266	1.295104	11.467126	0.000691	265	4.788148	0.366002	0.134394	
5267	1.296532	11.314995	0.000578	263	4.790566	0.306608	0.112410	
5268	1.302497	11.252510	0.000541	253	4.773960	0.342733	0.105251	
5269	1.308218	11.323542	0.000587	239	4.580370	0.351375	0.114031	
5270	1.311441	11.061942	0.000712	244	4.561302	0.349253	0.138413	
5271	1.321050	11.407716	0.000700	256	4.571822	0.364049	0.136029	
5272	1.334219	11.367422	0.000690	262	4.383656	0.343726	0.134156	
5273	1.340127	11.534740	0.000710	271	4.738179	0.347473	0.137932	
5274	1.346288	11.640111	0.000649	258	4.719872	0.368912	0.126154	
5275	1.339604	11.973978	0.000624	246	4.542105	0.332027	0.121320	
5276	1.351761	11.801732	0.000715	257	4.711455	0.348483	0.139019	
5277	1.358589	12.370692	0.000635	251	4.596605	0.337462	0.123353	
5278	1.370206	12.376591	0.000632	247	4.493435	0.325220	0.122807	
5279	1.369734	12.267028	0.000665	260	4.744074	0.349641	0.129224	
5280	1.386251	11.725114	0.000731	257	4.612701	0.347392	0.142125	
5281	1.387275	12.288169	0.000623	259	4.495878	0.338093	0.121199	
5282	1.391100	11.775584	0.000665	257	4.447938	0.372115	0.129352	
5283	1.396293	12.181703	0.000661	252	4.505952	0.352425	0.128411	
5284	1.408523	12.987783	0.000678	240	4.659252	0.333394	0.131795	
5285	1.409146	11.903519	0.000688	260	4.693630	0.348985	0.133762	
5286	1.413160	12.787741	0.000730	254	4.670683	0.351044	0.141832	
5287	1.424571	12.723345	0.000721	243	4.784541	0.345913	0.140066	
5288	1.425092	12.603098	0.000819	286	4.578276	0.320532	0.159119	
5289	1.435450	12.411397	0.000853	258	4.627077	0.325100	0.165874	
5290	1.442950	12.672374	0.000872	249	4.643039	0.344847	0.169576	
5291	1.442066	11.963841	0.000859	281	4.659806	0.340954	0.166922	
5292	1.463816	12.852751	0.000818	253	4.694172	0.328852	0.159001	
5293	1.468270	12.364175	0.000887	251	4.790065	0.342159	0.172483	
5294	1.486143	12.605664	0.000716	270	4.726682	0.348181	0.139146	
5295	1.492438	13.231145	0.000644	262	4.738727	0.338720	0.125255	
5296	1.488210	13.042613	0.000654	247	4.590675	0.338908	0.127106	
5297	1.501408	13.376340	0.000707	248	4.539722	0.338271	0.137353	
5298	1.506486	13.620895	0.000614	257	4.525422	0.347275	0.119334	
5299	1.510490	13.291922	0.000631	249	4.486257	0.331045	0.122652	
5300	1.515867	13.019545	0.000675	262	4.655877	0.373419	0.131162	
5301	1.524971	12.988229	0.000640	274	4.482996	0.357369	0.124326	
5302	1.536211	13.547724	0.000562	261	4.595141	0.352160	0.109297	
5303	1.537705	13.698387	0.000495	238	4.708703	0.353989	0.096252	
5304	1.539770	13.456997	0.000448	257	4.618258	0.333011	0.087126	
5305	1.550007	13.799100	0.000446	250	4.637469	0.356922	0.086650	
5306	1.549731	13.515793	0.000370	253	4.677625	0.324286	0.071840	
5307	1.559421	13.383889	0.000461	262	4.637738	0.333272	0.089532	
5308	1.564699	13.389104	0.000493	243	4.451225	0.351659	0.095927	
5309	1.564408	13.648209	0.000455	253	4.562848	0.344540	0.088484	
5310	1.565310	13.867529	0.000480	243	4.613918	0.346160	0.093315	
5311	1.568775	14.174967	0.000519	250	4.622909	0.331488	0.100912	
5312	1.578884	13.615701	0.000528	265	4.522801	0.350451	0.102567	
5313	1.588069	14.020085	0.000505	258	4.693114	0.344789	0.098207	
5314	1.587294	14.022594	0.000540	241	4.567677	0.347458	0.105011	
5315	1.596222	14.248622	0.000571	250	4.542095	0.356118	0.110931	
5316	1.596209	13.844661	0.000622	264	4.666613	0.333364	0.120876	
5317	1.609761	14.395764	0.000662	241	4.546926	0.345811	0.128661	
5318	1.609962	14.041774	0.000620	259	4.538720	0.360497	0.120455	
5319	1.618534	14.509822	0.000620	259	4.618288	0.321954	0.120550	
5320	1.624579	13.686539	0.000672	251	4.733490	0.330015	0.130583	
5321	1.622646	14.225461	0.000826	253	4.638019	0.348308	0.160490	
5322	1.633915	13.938968	0.000859	264	4.751759	0.331557	0.167070	
5323	1.640230	14.494712	0.000828	262	4.551013	0.367601	0.160926	
5324	1.657328	14.300704	0.000823	255	4.553709	0.332531	0.159919	
5325	1.662575	14.389908	0.000928	238	4.642368	0.356990	0.180401	
5326	1.667297	14.743147	0.000875	242	4.707965	0.363248	0.170140	
5327	1.675184	14.373746	0.000858	258	4.663382	0.346901	0.166861	
5328	1.681019	14.207977	0.000842	260	4.624563	0.352891	0.163762	
5329	1.685702	15.073807	0.000698	254	4.547968	0.336684	0.135734	
5330	1.701295	14.875470	0.000691	258	4.626368	0.346989	0.134395	
5331	1.699528	14.626236	0.000705	248	4.681598	0.328709	0.137076	
5332	1.706487	14.161568	0.000748	247	4.525119	0.355801	0.145433	
5333	1.710429	14.870499	0.000658	240	4.588724	0.350001	0.127867	
5334	1.714081	14.763504	0.000606	266	4.779989	0.348887	0.117832	
5335	1.724710	14.460130	0.000564	262	4.383886	0.358550	0.109687	
5336	1.726363	14.859753	0.000554	244	4.715719	0.350795	0.107656	
5337	1.725632	15.263416	0.000574	254	4.619373	0.360657	0.111624	
5338	1.733456	15.091838	0.000550	246	4.594068	0.346295	0.106961	
5339	1.741280	15.097561	0.000592	260	4.544778	0.344185	0.114988	
5340	1.743255	15.467754	0.000594	248	4.926535	0.317702	0.115523	
5341	1.752636	15.935365	0.000609	268	4.679710	0.330445	0.118325	
5342	1.756212	15.277879	0.000622	262	4.575875	0.363261	0.120856	
5343	1.756694	15.429061	0.000633	248	4.556176	0.348778	0.123048	
5344	1.763527	15.418181	0.000744	248	4.671667	0.332403	0.144687	
5345	1.766328	15.390018	0.000684	256	4.668220	0.342837	0.132883	
5346	1.772655	16.011470	0.000676	243	4.608741	0.340305	0.131406	
5347	1.783005	15.472720	0.000735	265	4.446155	0.338504	0.142935	
5348	1.792309	15.077063	0.000720	256	4.696242	0.336931	0.139928	
5349	1.791081	16.312377	0.000683	248	4.718725	0.339865	0.132679	
5350	1.806813	15.661128	0.000880	257	4.746323	0.356381	0.171067	
5351	1.804058	15.640024	0.000836	267	4.416250	0.355665	0.162520	
5352	1.816993	15.845693	0.000947	250	4.571229	0.359005	0.184184	
5353	1.819070	15.432613	0.000889	259	4.529587	0.348938	0.172870	
5354	1.826859	15.686595	0.001089	252	4.636804	0.363984	0.211764	
5355	1.835821	16.199822	0.001065	258	4.584368	0.337045	0.207102	
5356	1.844904	15.755895	0.001099	254	4.589191	0.356795	0.213684	
5357	1.861046	15.208160	0.001088	260	4.599842	0.358060	0.211448	
5358	1.873274	15.597105	0.001001	260	4.412845	0.358194	0.194550	
5359	1.877815	16.350793	0.000837	258	4.579282	0.358002	0.162667	
5360	1.881432	17.019379	0.000822	248	4.668918	0.336902	0.159776	
5361	1.893165	16.555152	0.000766	232	4.600502	0.378000	0.148946	
5362	1.900088	16.837485	0.000648	249	4.749383	0.345127	0.126044	
5363	1.899819	16.730498	0.000602	253	4.534449	0.346153	0.116996	
5364	1.907662	16.112329	0.000657	262	4.798936	0.358170	0.127661	
5365	1.912296	16.454559	0.000612	264	4.723419	0.331286	0.118914	
5366	1.918833	17.904349	0.000673	257	4.500882	0.340963	0.130820	
5367	1.929696	16.224790	0.000602	259	4.606426	0.352861	0.116958	
5368	1.932412	16.824405	0.000587	261	4.499450	0.339410	0.114186	
5369	1.932484	16.696470	0.000576	247	4.673604	0.335667	0.111883	
5370	1.942835	17.215856	0.000534	242	4.819538	0.351182	0.103797	
5371	1.950199	17.209177	0.000468	249	4.677624	0.335892	0.091051	
5372	1.951489	17.259766	0.000482	277	4.547356	0.341808	0.093749	
5373	1.954274	16.953298	0.000410	273	4.700975	0.359789	0.079690	
5374	1.953527	16.894757	0.000463	252	4.698751	0.356442	0.089974	
5375	1.958932	17.425890	0.000510	246	4.589598	0.353899	0.099150	
5376	1.961293	16.814676	0.000479	266	4.616409	0.331875	0.093033	
5377	1.964827	17.284886	0.000470	249	4.695059	0.335083	0.091440	
5378	1.969302	17.149938	0.000518	262	4.678180	0.351459	0.100790	
5379	1.967551	16.943551	0.000554	267	4.670238	0.354269	0.107712	
5380	1.973486	16.907706	0.000563	255	4.687168	0.330070	0.109423	
5381	1.984455	17.805120	0.000581	243	4.686717	0.349832	0.112942	
5382	1.984743	16.897418	0.000541	264	4.488304	0.334075	0.105212	
5383	1.994956	17.049180	0.000654	269	4.598259	0.360570	0.127101	
5384	1.986522	17.491710	0.000605	236	4.607423	0.371195	0.117675	
5385	1.995734	17.005057	0.000646	284	4.675158	0.337824	0.125589	
5386	2.014530	17.480636	0.000625	259	4.777013	0.350058	0.121512	
5387	2.018229	17.823300	0.000638	256	4.377618	0.354449	0.124080	
5388	2.015701	17.667282	0.000635	265	4.537297	0.359587	0.123536	
5389	2.019164	17.566910	0.000599	242	4.451638	0.353283	0.116424	
5390	2.029521	17.303381	0.000637	256	4.630578	0.363252	0.123884	
5391	2.035769	17.360665	0.000600	248	4.599325	0.374241	0.116553	
5392	2.044343	17.803833	0.000614	242	4.455125	0.345998	0.119297	
5393	2.046029	18.304576	0.000585	239	4.733518	0.348381	0.113735	
5394	2.057431	17.250090	0.000613	257	4.554632	0.352145	0.119248	
5395	2.058688	17.488198	0.000595	257	4.611749	0.355559	0.115684	
5396	2.066114	18.191540	0.000513	244	4.611963	0.356837	0.099703	
5397	2.070948	18.215648	0.000581	263	4.410953	0.336764	0.112908	
5398	2.070018	18.252158	0.000563	264	4.650685	0.350857	0.109488	
5399	2.069593	18.292410	0.000567	252	4.646902	0.352307	0.110186	
5400	2.089773	18.062932	0.000522	260	4.579724	0.346036	0.101460	
5401	2.085489	18.230019	0.000484	270	4.540850	0.354677	0.094091	
5402	2.089169	18.432743	0.000407	259	4.422641	0.324513	0.079190	
5403	2.097472	18.105374	0.000455	251	4.693307	0.352623	0.088507	
5404	2.094630	18.114781	0.000479	256	4.452663	0.332131	0.093023	
5405	2.105194	18.181101	0.000506	242	4.411783	0.332982	0.098401	
5406	2.106597	18.457932	0.000510	250	4.526016	0.338221	0.099136	
5407	2.112305	19.125221	0.000441	266	4.493350	0.320096	0.085744	
5408	2.110265	18.631268	0.000462	255	4.723297	0.331527	0.089714	
5409	2.117858	18.218985	0.000482	255	4.432382	0.338667	0.093763	
5410	2.124611	19.108312	0.000510	263	4.620402	0.320672	0.099171	
5411	2.135445	19.413973	0.000441	244	4.794988	0.341296	0.085750	
5412	2.136596	19.024675	0.000504	253	4.536563	0.347386	0.098051	
5413	2.140333	18.638151	0.000456	264	4.588478	0.350342	0.088666	
5414	2.145894	19.038790	0.000437	251	4.559676	0.376018	0.084944	
5415	2.141693	19.171531	0.000431	249	4.626741	0.335316	0.083818	
5416	2.155331	19.451027	0.000519	250	4.645001	0.323614	0.100963	
5417	2.159394	18.936214	0.000570	262	4.595153	0.347052	0.110777	
5418	2.160426	18.567293	0.000530	255	4.699869	0.367720	0.102989	
5419	2.167988	18.796390	0.000531	266	4.696112	0.348370	0.103135	
5420	2.174538	19.271141	0.000516	257	4.752291	0.336351	0.100291	
5421	2.176718	18.438805	0.000433	260	4.755010	0.363323	0.084206	
5422	2.188112	18.172989	0.000398	269	4.462668	0.365891	0.077344	
5423	2.186751	18.850966	0.000404	247	4.499886	0.354887	0.078529	
5424	2.187395	19.156234	0.000406	257	4.541017	0.339232	0.078899	
5425	2.188312	18.695354	0.000477	259	4.699370	0.349797	0.092761	
5426	2.192583	19.974389	0.000478	244	4.660624	0.354700	0.092989	
5427	2.197044	19.212539	0.000535	258	4.702741	0.347996	0.103917	
5428	2.203956	20.020521	0.000544	261	4.492837	0.343216	0.105788	
5429	2.208984	19.319995	0.000555	256	4.750235	0.352578	0.107931	
5430	2.212394	19.337600	0.000578	262	4.581658	0.357027	0.112425	
5431	2.217870	20.072159	0.000555	228	4.608368	0.328349	0.107918	
5432	2.220330	18.907090	0.000654	258	4.509003	0.351949	0.127060	
5433	2.223887	19.381577	0.000621	270	4.596281	0.346782	0.120726	
5434	2.236362	19.380928	0.000675	248	4.744251	0.339792	0.131194	
5435	2.239014	19.223892	0.000689	270	4.568785	0.340487	0.133964	
5436	2.244688	19.340824	0.000702	256	4.693458	0.328092	0.136476	
5437	2.245295	19.864967	0.000683	240	4.511739	0.329245	0.132713	
5438	2.261576	19.089557	0.000648	275	4.552649	0.361296	0.125957	
5439	2.261904	19.191783	0.000661	270	4.757027	0.352945	0.128407	
5440	2.258050	18.766986	0.000619	257	4.435068	0.361815	0.120270	
5441	2.271094	19.890103	0.000555	261	4.614483	0.354633	0.107955	
5442	2.280579	19.945643	0.000544	267	4.482298	0.349217	0.105819	
5443	2.283831	19.323978	0.000572	254	4.700030	0.361094	0.111284	
5444	2.283983	19.901201	0.000516	267	4.664292	0.360347	0.100398	
5445	2.288363	20.364503	0.000506	254	4.452333	0.335180	0.098278	
5446	2.296759	19.862810	0.000547	251	4.761163	0.345884	0.106377	
5447	2.295952	19.259027	0.000614	233	4.753242	0.352274	0.119341	
5448	2.297959	19.474063	0.000642	263	4.710604	0.354769	0.124758	
5449	2.307833	20.483518	0.000626	251	4.613280	0.338566	0.121732	
5450	2.314939	20.310592	0.000568	250	4.613160	0.331012	0.110380	
5451	2.321434	20.324980	0.000538	244	4.446190	0.345685	0.104530	
5452	2.321793	20.469437	0.000497	250	4.552263	0.345115	0.096615	
5453	2.335072	21.225206	0.000451	249	4.661623	0.340746	0.087765	
5454	2.332675	19.745543	0.000492	254	4.611146	0.359792	0.095565	
5455	2.325366	20.366787	0.000442	241	4.445692	0.348840	0.085967	
5456	2.347176	21.028073	0.000459	251	4.453712	0.345344	0.089246	
5457	2.347753	20.339098	0.000485	254	4.556102	0.364377	0.094261	
5458	2.341877	20.374583	0.000502	266	4.549064	0.330754	0.097596	
5459	2.353264	20.407788	0.000509	256	4.650597	0.349910	0.098955	
5460	2.360883	20.836134	0.000523	252	4.579137	0.351832	0.101624	
5461	2.375987	21.283378	0.000513	248	4.560655	0.315081	0.099789	
5462	2.368728	20.738504	0.000572	266	4.577320	0.359005	0.111281	
5463	2.375007	20.277965	0.000495	241	4.612040	0.352643	0.096147	
5464	2.378979	20.705737	0.000551	258	4.570709	0.350977	0.107181	
5465	2.386913	20.167385	0.000596	258	4.494104	0.350002	0.115777	
5466	2.388924	20.298424	0.000566	272	4.577914	0.363015	0.109943	
5467	2.392595	20.699818	0.000537	269	4.728946	0.328652	0.104462	
5468	2.398204	21.608539	0.000508	234	4.640223	0.337730	0.098704	
5469	2.399694	21.359927	0.000504	268	4.397698	0.345970	0.098028	
5470	2.408212	20.390317	0.000493	240	4.718020	0.363777	0.095863	
5471	2.411773	21.749109	0.000517	234	4.559831	0.340638	0.100476	
5472	2.418044	21.201245	0.000494	229	4.537269	0.335973	0.096016	
5473	2.416178	20.661632	0.000462	273	4.605629	0.332912	0.089825	
5474	2.424473	20.905699	0.000519	269	4.746425	0.340907	0.100794	
5475	2.427142	20.817581	0.000537	263	4.824902	0.314897	0.104335	
5476	2.430662	21.687791	0.000601	244	4.604195	0.346663	0.116917	
5477	2.434935	21.595353	0.000576	273	4.242796	0.345414	0.111975	
5478	2.441803	21.510689	0.000623	253	4.618934	0.333587	0.121186	
5479	2.442532	21.468059	0.000639	271	4.492764	0.340910	0.124195	
5480	2.455851	21.362630	0.000702	244	4.807640	0.351695	0.136504	
5481	2.464989	21.491546	0.000577	277	4.561994	0.335531	0.112120	
5482	2.460693	20.960264	0.000571	247	4.552108	0.334123	0.111049	
5483	2.468299	21.651669	0.000580	258	4.517807	0.347100	0.112804	
5484	2.473990	21.999994	0.000546	259	4.786863	0.322167	0.106124	
5485	2.478542	21.736931	0.000554	250	4.494281	0.352429	0.107743	
5486	2.485859	22.049329	0.000602	251	4.474828	0.337239	0.117027	
5487	2.483864	21.591993	0.000552	252	4.710394	0.351248	0.107328	
5488	2.490032	21.631690	0.000529	256	4.551885	0.361407	0.102891	
5489	2.496716	21.653413	0.000494	254	4.580613	0.344508	0.096115	
5490	2.489341	22.267154	0.000513	258	4.669747	0.360195	0.099649	
5491	2.500082	22.406234	0.000480	262	4.699142	0.329316	0.093338	
5492	2.511224	22.066911	0.000431	270	4.617177	0.341104	0.083831	
5493	2.512414	22.907082	0.000430	240	4.784715	0.317747	0.083543	
5494	2.512193	21.799876	0.000425	253	4.600741	0.347388	0.082541	
5495	2.515524	22.446799	0.000467	255	4.580333	0.345266	0.090690	
5496	2.514409	21.756766	0.000435	253	4.361267	0.343122	0.084554	
5497	2.521649	22.740480	0.000444	260	4.433361	0.348118	0.086264	
5498	2.534275	22.976885	0.000404	247	4.641702	0.337503	0.078521	
5499	2.532910	22.978123	0.000381	226	4.584454	0.335378	0.073974	
5500	2.540941	22.569798	0.000357	251	4.777044	0.336007	0.069484	
5501	2.538224	21.972329	0.000307	253	4.768475	0.348333	0.059673	
5502	2.544497	21.752430	0.000342	255	4.685416	0.353209	0.066429	
5503	2.541154	22.515052	0.000380	268	4.652839	0.337851	0.073845	
5504	2.544247	21.723160	0.000377	265	4.438838	0.359578	0.073327	
5505	2.551221	21.856811	0.000421	256	4.799294	0.348289	0.081797	
5506	2.554511	22.249053	0.000384	268	4.727872	0.362106	0.074736	
5507	2.564013	22.101588	0.000380	263	4.716859	0.346925	0.073844	
5508	2.566448	22.944431	0.000410	245	4.730495	0.365023	0.079765	
5509	2.567680	22.500458	0.000357	251	4.568629	0.349355	0.069392	
5510	2.570566	22.222624	0.000350	273	4.756852	0.344550	0.068092	
5511	2.580436	23.306437	0.000411	263	4.811922	0.352003	0.079960	
5512	2.580047	23.130298	0.000392	239	4.666017	0.344145	0.076150	
5513	2.581763	22.231229	0.000359	256	4.504666	0.363866	0.069857	
5514	2.585744	22.822559	0.000362	256	4.689187	0.317247	0.070278	
5515	2.589353	23.510712	0.000372	247	4.545002	0.346244	0.072285	
5516	2.603479	23.148344	0.000416	257	4.599365	0.336626	0.080873	
5517	2.598435	22.528115	0.000490	255	4.701314	0.366549	0.095245	
5518	2.603227	23.455553	0.000511	261	4.721194	0.342645	0.099396	
5519	2.606689	23.149902	0.000546	263	4.682462	0.323794	0.106226	
5520	2.613943	22.669441	0.000593	254	4.664154	0.361931	0.115212	
5521	2.617496	23.908527	0.000625	253	4.688121	0.322030	0.121555	
5522	2.622825	22.322581	0.000481	264	4.496664	0.350768	0.093507	
5523	2.625073	23.091332	0.000525	263	4.730177	0.346282	0.102141	
5524	2.636540	22.622539	0.000529	276	4.643442	0.355511	0.102806	
5525	2.641631	23.613398	0.000521	250	4.603775	0.344825	0.101288	
5526	2.645639	23.147076	0.000494	258	4.709496	0.354777	0.095999	
5527	2.644616	23.817468	0.000533	236	4.740729	0.354719	0.103572	
5528	2.659746	23.453222	0.000494	239	4.477143	0.324494	0.096032	
5529	2.659877	23.017965	0.000443	260	4.577562	0.334661	0.086195	
5530	2.663191	22.555359	0.000420	257	4.631614	0.347002	0.081606	
5531	2.664629	22.770548	0.000390	271	4.502257	0.336516	0.075909	
5532	2.672033	23.555555	0.000419	250	4.512334	0.347576	0.081503	
5533	2.672286	22.429574	0.000434	270	4.778842	0.344195	0.084314	
5534	2.681307	23.732622	0.000437	251	4.488307	0.345192	0.084957	
5535	2.677940	23.136169	0.000374	238	4.532244	0.321717	0.072741	
5536	2.678153	23.303898	0.000370	246	4.586068	0.354381	0.072014	
5537	2.680736	22.540002	0.000407	258	4.526663	0.347518	0.079105	
5538	2.685849	24.275201	0.000439	249	4.650552	0.338784	0.085307	
5539	2.688115	23.485164	0.000401	253	4.710153	0.345029	0.077881	
5540	2.690341	23.163867	0.000461	240	4.503829	0.334263	0.089526	
5541	2.693487	24.823464	0.000477	256	4.752055	0.321929	0.092736	
5542	2.694773	23.223228	0.000477	262	4.538200	0.349310	0.092791	
5543	2.699091	24.609106	0.000477	234	4.774419	0.318517	0.092720	
5544	2.704924	24.416484	0.000426	258	4.410537	0.346268	0.082880	
5545	2.712678	23.826241	0.000428	259	4.592561	0.343016	0.083283	
5546	2.712182	23.726392	0.000463	259	4.730351	0.342054	0.090038	
5547	2.722396	23.091624	0.000432	278	4.490121	0.329234	0.083886	
5548	2.722029	23.894820	0.000487	239	4.721867	0.338149	0.094660	
5549	2.720745	23.771513	0.000467	255	4.659250	0.353731	0.090766	
5550	2.734751	23.740045	0.000490	262	4.828321	0.348674	0.095262	
5551	2.733137	23.596022	0.000461	255	4.694177	0.360846	0.089677	
5552	2.748820	23.726314	0.000498	253	4.653969	0.364918	0.096868	
5553	2.746988	23.669537	0.000449	262	4.565177	0.338404	0.087341	
5554	2.758589	23.695461	0.000448	262	4.599110	0.356217	0.087082	
5555	2.758405	24.617424	0.000429	256	4.480952	0.348708	0.083371	
5556	2.756806	25.384915	0.000417	245	4.752656	0.342943	0.081021	
5557	2.764865	23.988398	0.000359	255	4.666140	0.341042	0.069865	
5558	2.766864	25.007855	0.000423	245	4.670770	0.338526	0.082162	
5559	2.776653	24.355400	0.000419	273	4.580327	0.347894	0.081502	
5560	2.772546	24.024911	0.000467	267	4.569961	0.355589	0.090734	
5561	2.781842	24.773127	0.000468	272	4.778699	0.316332	0.091060	
5562	2.782067	24.346709	0.000510	262	4.579317	0.321943	0.099211	
5563	2.783413	24.380956	0.000580	266	4.506561	0.323477	0.112813	
5564	2.795054	24.381451	0.000641	268	4.767044	0.322081	0.124683	
5565	2.799128	24.650524	0.000646	242	4.474806	0.373216	0.125507	
5566	2.794540	24.609098	0.000697	266	4.682657	0.336120	0.135441	
5567	2.801026	24.659626	0.000639	252	4.493367	0.329088	0.124225	
5568	2.809131	24.853469	0.000579	250	4.638148	0.354487	0.112459	
5569	2.817768	24.814192	0.000558	266	4.770190	0.344005	0.108390	
5570	2.825971	24.221840	0.000554	253	4.717341	0.334945	0.107665	
5571	2.826862	24.386427	0.000534	250	4.614346	0.344711	0.103845	
5572	2.831292	25.615293	0.000516	249	4.518113	0.345729	0.100371	
5573	2.839452	24.575883	0.000478	239	4.674318	0.367526	0.092903	
5574	2.836197	25.289175	0.000441	258	4.293591	0.337691	0.085794	
5575	2.841964	24.471875	0.000440	239	4.751140	0.329771	0.085497	
5576	2.850710	24.736624	0.000446	268	4.689550	0.335359	0.086782	
5577	2.858767	25.260786	0.000424	285	4.447625	0.329690	0.082413	
5578	2.858451	23.784253	0.000520	248	4.581077	0.347264	0.101126	
5579	2.864722	25.546454	0.000491	245	4.669385	0.343752	0.095490	
5580	2.870326	25.242474	0.000591	258	4.609276	0.347065	0.114883	
5581	2.878336	25.545440	0.000649	229	4.523287	0.325370	0.126089	
5582	2.874451	25.896699	0.000626	268	4.724046	0.333160	0.121629	
5583	2.880133	24.740865	0.000589	270	4.647337	0.353988	0.114561	
5584	2.895518	25.371758	0.000606	259	4.722728	0.350077	0.117769	
5585	2.894562	24.694011	0.000561	261	4.496907	0.347103	0.109113	
5586	2.902251	24.727684	0.000556	258	4.554557	0.334316	0.108070	
5587	2.907128	25.448869	0.000528	250	4.728924	0.351545	0.102618	
5588	2.909914	24.511515	0.000578	265	4.725551	0.329505	0.112349	
5589	2.916115	25.187510	0.000585	263	4.389475	0.326031	0.113816	
5590	2.925121	24.547617	0.000504	258	4.797948	0.360170	0.097898	
5591	2.927850	26.375331	0.000510	250	4.438139	0.351064	0.099228	
